Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Day,Month,Lat,Lng
29-Jun-00,2000,Boating,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",Fishing,M,,"No injury, shark bit the dinghy",N,,"Mako shark, 2 m [6.75'] ",29,Jun,-37.7329492,176.2982006
19-Jun-00,2000,Unprovoked,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Right ankle lacerated,N,7,Non-Disclosed,19,Jun,29.285113,-81.0393989
13-Jun-00,2000,Boating,USA,Florida,"Pensacola Bay, Escambia County",Sailing,Non-Disclosed,,"No injury to occupants, boat's rear platform bitten",N,14,"Bull shark, 2.4 m [8']",13,Jun,30.4159301,-87.1323139
10-Jun-00,2000,Unprovoked,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Foot lacerated,N,16,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",10,Jun,27.6192407,-97.2006731
9-Jun-00,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,55,Puncture wounds on right hip and arm,N,6,Bull shark?,9,Jun,30.2460361,-87.7008193
9-Jun-00,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming ,M,44,Right forearm severed surgically amputated above elbow,N,6,Bull shark,9,Jun,30.2460361,-87.7008193
2-Jun-00,2000,Unprovoked,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",Snorkeling,M,13,Right forearm lacerated,N,14,Non-Disclosed,2,Jun,29.0093644,-80.8786348
Early Jun-2000,2000,Unprovoked,TANZANIA,UNKNOWN,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",Swimming,M,,"FATAL, legs severed  ",Y,,Thought to involve a Zambesi shark,,,-6.7679126,39.2818593
13-May-00,2000,Sea Disaster,NEW CALEDONIA,South Province,Mont Dore,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",Non-Disclosed,,Sharks prevented recovery of remains,Y,,Tiger sharks & bull sharks (20 sharks in all),13,May,45.574983,2.809278
9-May-00,2000,Invalid,AUSTRALIA,Victoria,"Koonya Beach, Melbourne",UNKNOWN,Non-Disclosed,,Probable drowning,Uncomfirmed,,Shark involvement prior to death was not confirmed,9,May,-38.3632275,144.7513372
7-May-00,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Standing,M,9,Left leg & ankle bitten,N,,Non-Disclosed,7,May,40.789142,-73.134961
7-May-00,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Diving,M,,FATAL,Y,,Non-Disclosed,7,May,40.789142,-73.134961
14-Apr-00,2000,Unprovoked,USA,Florida,"On the south side of Ponce Inlet, Volusia County",Walking,M,34,Left foot lacerated,N,11,Non-Disclosed,14,Apr,29.0805605,-80.928206
9-Apr-00,2000,Unprovoked,USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",Boogie boarding / wading,M,,Puncture marks on right thigh,N,14,Non-Disclosed,9,Apr,26.6995753,-80.0330578
31-Mar-00,2000,Unprovoked,USA,Florida,Santa Rosa Sound Escambia County,Fishing,M,,"No Injury, bumped by shark",N,,Non-Disclosed,31,Mar,30.4019171,-86.7768273
30-Mar-00,2000,Unprovoked,AUSTRALIA,Queensland,"Main Beach, Gold Coast",Swimming,M,26,Left calf bitten,N,14,2.5 m shark,30,Mar,-27.963,153.426
26-Mar-00,2000,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Boogie boarding,F,14,Right knee lacerated,N,11,1.8 m [6'] shark,26,Mar,26.8797819,-80.0533743
24-Mar-00,2000,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,37,Left hand bitten,N,14,1.2 m [4'] shark,24,Mar,27.9456312,-80.497996
15-Mar-00,2000,Unprovoked,NEW CALEDONIA,North Province,Poum,Spearfishing,M,35,FATAL,Y,,Tiger shark?,15,Mar,49.5506879,-125.0753392
14-Mar-00,2000,Unprovoked,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",Surfing,M,,No Injury,N,19,"Tiger shark, 4 m [13'] ?",14,Mar,-33.4967169,151.4114482
10-Mar-00,2000,Boating,AUSTRALIA,New South Wales,Parramatta River,Rowing,Non-Disclosed,,No Injury to occupants,N,,2 m to 2.5 m [6.75'  to 8.25'] shark,10,Mar,-33.8344427,151.0923358
9-Mar-00,2000,Boating,AUSTRALIA,New South Wales,Parramatta River,Rowing,Non-Disclosed,,No injury to occupants; oar bitten,N,,Non-Disclosed,9,Mar,-33.8344427,151.0923358
Reported      03-Mar-2000,2000,Invalid,NEW ZEALAND,North Island,Between the Kakanui River and Campbell's Bay,Kayaking,M,27,Reported as shark attack but probable drowning ,Uncomfirmed,,Shark involvement  questionable,3,Mar,-45.168215,170.8713455
2-Mar-00,2000,Unprovoked,AUSTRALIA,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",Swimming,M,,Survived,N,,Non-Disclosed,2,Mar,-33.845791,151.239746
Mar-00,2000,Unprovoked,USA,Louisiana,Midnight Lump (38 miles offshore),Spearfishing,M,39,"No injury to diver, speargun damaged",N,16,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",,Mar,,
21-Feb-00,2000,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",UNKNOWN,M,27,Right calf bitten,N,,Non-Disclosed,21,Feb,26.7753405,-80.0580969
19-Feb-00,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,Body surfing,M,,Foot bitten,N,14,"White shark, 2.5 m ",19,Feb,-34.7804306,20.0390108
14-Feb-00,2000,Provoked,ENGLAND,Worcestershire,The Fountain Pub in Tenbury Wells,Feeding prawns to captive sharks,M,,Fingers bitten PROVOKED INCIDENT,N,,"Miami, a 60 cm blacktip  shark and two 60 cm bamboo catsharks",14,Feb,52.298022,-2.6002525
3-Feb-00,2000,Unprovoked,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,"No injury, wetsuit punctured",N,,Non-Disclosed,3,Feb,-46.4382495,168.2318206
1-Feb-00,2000,Unprovoked,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Hand bitten,N,,3 m [10'] shark,1,Feb,-32.0102589,132.9882194
Reported 28-Jan-2000,2000,Boating,REUNION ISLAND,UNKNOWN,Saint Pierre,Canoe with 3 men onboard sank,M,,FATAL,Y,,Non-Disclosed,28,Jan,46.7758459,-56.1806363
5-Jan-00,2000,Unprovoked,THAILAND,Phang nga Province,Phang nga Island,Diving,M,35,FATAL,Y,,Non-Disclosed,5,Jan,8.2244444,98.5005556
2000,2000,Boating,USA,Florida,"Boca Grande, Lee County",Fishing for tarpon,M,,No injury to occupant; shark bit propeller,N,,Hammerhead shark,,,26.7490152,-82.2616717
31-Dec-99,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Surfing,M,15,Six puncture wounds on  leg,N,,Sevengill shark,31,Dec,-46.4382495,168.2318206
31-Dec-99,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Swimming,F,13,Arm bitten,N,,Sevengill shark,31,Dec,-46.4382495,168.2318206
31-Dec-99,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Bathing,F,12,A cut on her hand,N,,Sevengill shark,31,Dec,-46.4382495,168.2318206
26-Dec-99,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,18,"Leg bitten, surgically amputated",N,,"Thought to involve a white, bull or tiger shark",26,Dec,-8.11807,-34.8932392
14-Dec-99,1999,Invalid,USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",Scuba diving,M,,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Uncomfirmed,,Shark involvement not confirmed,14,Dec,34.0044486,-119.3995603
6-Dec-99,1999,Invalid,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Spearfishing,M,39,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",N,9,Shark involvement not confirmed,6,Dec,-22.8115667,-43.1544605
2-Dec-99,1999,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,35,Right arm & fingers lacerated,N,12,Non-Disclosed,2,Dec,26.5317866,-80.0905465
30-Nov-99,1999,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,19,Lacerations to hand & wrist,N,15,Non-Disclosed,30,Nov,26.7056206,-80.0364297
23-Nov-99,1999,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",Swimming,F,51,"Buttock bitten, hands lacerated",N,17,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",23,Nov,19.6254661,-155.9845674
15-Nov-99,1999,Unprovoked,USA,California,"Waddell Reef, Santa Cruz County",Surfing (sitting on his board),M,,"No injury, board bitten",N,,White shark,15,Nov,37.0453988,-121.9579578
13-Nov-99,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Surfing,M,35,Lower legs lacerated,N,,"White shark, 3 m [10'] ",13,Nov,-30.71803,30.464566
6-Nov-99,1999,Unprovoked,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay","Spearfishing, but swimming at surface",M,39,Upper right thigh bitten,N,10,1.3 to 1.6 m shark,6,Nov,-22.8115667,-43.1544605
Nov-99,1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,M,12,Lacerations to leg,N,,"Grey reef shark, 1.2 m [4'] ",,Nov,,
Nov-99,1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,M,12,Lacerations to buttocks,N,,"Grey reef shark, 1.2 m [4'] ",,Nov,,
30-Oct-99,1999,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Body boarding,M,45,Right foot lacerated,N,17,Non-Disclosed,30,Oct,29.2108147,-81.0228331
30-Oct-99,1999,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",Body surfing,M,13,"Shark bit 8"" chunk from swim fin",N,15,Non-Disclosed,30,Oct,26.5046094,-80.0522789
20-Oct-99,1999,Unprovoked,USA,Florida,"Pet Den, Satellite Beach, Brevard County",Surfing,M,,Lacerations to right hand & wrist,N,,"Lemon shark, 2.7 m [9'] ",20,Oct,28.1761233,-80.5900519
1-Oct-99,1999,Unprovoked,USA,Hawaii,Old Kona Airport State Park,"Surfing, lying on surfboard",M,16,Right arm bitten,N,18,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",1,Oct,19.6423449,-156.0077153
29-Sep-99,1999,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Wading to shore after surfing,M,22,3 one-inch lacerations to sole of right foot,N,18,Non-Disclosed,29,Sep,29.0698216,-80.9216708
24-Sep-99,1999,Boating,ITALY,Adriatic Sea,San Benedetto,Fishing,Non-Disclosed,,No Injury to occupants,N,,Said to involve a 7 m [23'] white shark,24,Sep,42.9609785,13.8746469
19-Sep-99,1999,Unprovoked,USA,California,"North of Pidgeon Point, San Mateo County",Kayaking,M,37,"No injury, but kayak scraped & dented",N,18,White shark,19,Sep,37.1864492,-122.3832545
Reported 16-Sep-1999,1999,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Wading,F,61,Thigh (posterior) bitten,N,,Unidentified,16,Sep,28.3922182,-80.6077132
10-Sep-99,1999,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Wading,F,10,Toes lacerated,N,,Non-Disclosed,10,Sep,32.8194131,-79.7343791
5-Sep-99,1999,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,M,13,Right foot bitten,N,,1.5 m to 1.8 m [5' to 6'] shark,5,Sep,27.4727372,-80.2857895
4-Sep-99,1999,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Wading,M,7,Left knee nipped by captive shark PROVOKED INCIDENT,N,,0.9 m [3'] shark,4,Sep,28.3657981,-81.5295597
4-Sep-99,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Wading with surfboard,M,39,Right foot bitten,N,19,Non-Disclosed,4,Sep,29.0963729,-80.9369983
26-Aug-99,1999,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,3-inch laceration to right foot,N,14,"""a small shark""",26,Aug,28.9508924,-80.8389898
24-Aug-99,1999,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,M,,Foot injured,N,,Non-Disclosed,24,Aug,33.9716424,-77.9177488
23-Aug-99,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,M,23,Lacerations to left leg,N,,7' shark,23,Aug,8.716667,167.733333
21-Aug-99,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Small lacerations to right foot,N,18,Non-Disclosed,21,Aug,29.0963729,-80.9369983
16-Aug-99,1999,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",Lying prone in 2' of water,M,10,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,17,1.8 m [6'] shark,16,Aug,33.7460055,-78.8136339
5-Aug-99,1999,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,62,Right ankle & heel  lacerated,N,11,4' to 5' shark,5,Aug,29.0258191,-80.9269984
5-Aug-99,1999,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Spearfishing & holding catch,M,35,Right arm bitten,N,17,2.7 m [9']  bull shark or Caribbean reef shark,5,Aug,27.2162615,-78.3230559
29-Jul-99,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,M,42,Right thigh bitten,N,14,"White shark, 3 m to 5 m [10' to 16.5'] ",29,Jul,,
26-Jul-99,1999,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming with dolphins,M,43,Ankle bitten,N,18,"Bull shark, 2.1 m [7']",26,Jul,24.7209744,-81.0186827
21-Jul-99,1999,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,M,43,Right thigh & buttock bitten,N,10,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",21,Jul,19.7544931,-155.0911922
15-Jul-99,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Boogie boarding,M,14,FATAL,Y,11,White shark,15,Jul,-34.0839005,22.9729023
6-Jul-99,1999,Unprovoked,USA,South Carolina,Charleston,UNKNOWN,M,,Five cuts on his heel,N,,Non-Disclosed,6,Jul,32.7764749,-79.9310512
4-Jul-99,1999,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",Wading in school of baitfish,F,30,Lacerations knee to ankle,N,,"Blacktip shark, 1.8 m [6'] ",4,Jul,30.3337006,-87.1411089
3-Jul-99,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Surfing,M,29,Leg & board bitten,N,,"White shark, 4 m [13'] ",3,Jul,-32.823269,28.1151939
19-Jun-99,1999,Unprovoked,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Adrift in a life jacket,M,20,9-inch gash in left foot ,N,,1.2 m [4'] shark,19,Jun,29.80344,-84.6034271
17-Jun-99,1999,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,21,Right hand and wrist lacerated,N,9,3' to 4' shark,17,Jun,29.0963729,-80.9369983
12-Jun-99,1999,Unprovoked,USA,Florida,"Atlantiic Beach, Duval County",Swimming,M,41,8-inch bite on calf,N,13,Non-Disclosed,12,Jun,30.3344077,-81.398696
9-Jun-99,1999,Unprovoked,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Splashing / wading,M,5,Knee lacerated,N,16,Blacktip or spinner shark,9,Jun,26.4420229,-80.0608266
29-May-99,1999,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",Windsurfing,M,22,"FATAL, body not recovered",Y,14,Thought to involve a white shark,29,May,-34.8893096,137.4583528
1-May-99,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,21,Leg & hands bitten,N,,"Tiger shark, 2.5 m [8.25']",1,May,-8.11807,-34.8932392
22-Apr-99,1999,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,F,41,Thigh bitten,N,6,"Grey reef shark, 1.5 m ",22,Apr,-20.0053925,57.5538819
11-Apr-99,1999,Unprovoked,REUNION ISLAND,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,Swimming after being swept into sea by a large wave,M,52,FATAL,Y,10,3 bull sharks,11,Apr,,
1-Apr-99,1999,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,M,14,Ankle bitten,N,,Non-Disclosed,1,Apr,27.059498,-80.1364323
Reported 18-Mar-1999 ,1999,Unprovoked,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,Spearfishing & diving for paua,M,,No injury,N,,"Sevengill shark, 2.4 m [8'] ",18,Mar,-46.7732939,167.6321341
18-Mar-99,1999,Provoked,BRAZIL,Rio Grande de Norte,Atol das Rochas,Scientific research (Dr. Sonny Gruber's student),M,,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,,Non-Disclosed,18,Mar,-3.8667783,-33.8020459
18-Mar-99,1999,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ","Swimming, towing a kayak",F,29,"FATAL, arm bitten ",Y,20,Non-Disclosed,18,Mar,20.8095243,-156.6153701
14-Mar-99,1999,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvea,Spearfishing,M,,Multiple injuries,N,,200 to 300 kg shark,14,Mar,-20.6467752,166.5603828
14-Mar-99,1999,Provoked,NEW ZEALAND,UNKNOWN,,Fishing,M,28,Right thigh bitten PROVOKED INCIDENT,N,,"Mako shark, 1.3 m gaffed ",14,Mar,37.2256055,-95.7162018
8-Mar-99,1999,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Body surfing or body boarding,M,18,Bruised right leg,N,,Non-Disclosed,8,Mar,22.0992517,-159.3046322
5-Mar-99,1999,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Swimming near pod of whales,F,29,Tissue removed knee to thigh,N,10,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,5,Mar,20.9331214,-156.6831418
26-Feb-99,1999,Boating,USA,North Carolina,Frying Pan Shoals,Cruising,Non-Disclosed,,"No injury to occupants, boat sank after colliding with shark",N,,Basking shark,26,Feb,33.7944212,-77.9464631
23-Feb-99,1999,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,Surfing,M,35,"Left hand & forearm bitten, board bitten",N,,Bronze whaler or tiger shark,23,Feb,15.213715,-61.3640406
3-Feb-99,1999,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,25,Left hand bitten,N,15,Spinner shark,3,Feb,27.059498,-80.1364323
29-Jan-99,1999,Unprovoked,MAURITIUS,UNKNOWN,Belle-Mare,Spearfishing,M,47,Legs & torso injured,N,,Bull shark,29,Jan,-20.1995813,57.7771566
 13-Jan-1999,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,Paddle Skiing,M,,"No Injury, ski bitten",N,,"White shark, 4 m [13'] ",13,Jan,-32.9745133,27.965662
1-Jan-99,1999,Boating,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",Inflatable boat,Non-Disclosed,,No injury to occupant: boat lost,N,,Non-Disclosed,1,Jan,-37.7329492,176.2982006
Reported 03-Jan-1999,1999,Invalid,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,F,37,"Cut foot, but injury caused by fishing line, not the shark",Uncomfirmed,,Shark involvement not confirmed,3,Jan,-13.1840458,139.1321981
3-Jan-99,1999,Unprovoked,REUNION ISLAND,Saint-Leu,Pointe au Sel,Spearfishing,Non-Disclosed,,FATAL,Y,,Bull shark,3,Jan,-4.7273509,55.5205714
1999,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Spearfishing,M,30,Heel lacerated,N,12,"White shark, 4.6 m [15'] ",,,-34.6841036,19.4147569
1999,1999,Invalid,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",Body surfing,M,,Abrasions,Uncomfirmed,,Shark involvement not confirmed,,,36.7115442,-75.9296304
24-Dec-98,1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,8,Non-Disclosed,24,Dec,29.2858129,-81.0558894
22-Dec-98,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Standing,F,21,2 puncture wounds in left leg,N,15,Non-Disclosed,22,Dec,-35.0227836,117.9089793
Reported 20-Dec-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,18,Leg bitten,N,17,Possibly a white shark,20,Dec,-33.9824504,25.6651422
18-Dec-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Splashing,M,14,Right leg bitten,N,,Non-Disclosed,18,Dec,-32.5774366,28.1726744
15-Dec-98,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,F,21,Leg injured,N,,Non-Disclosed,15,Dec,-35.0227836,117.9089793
21-Nov-98,1998,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,FATAL,Y,14,Tiger shark,21,Nov,27.6653214,-80.3592747
14-Nov-98,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Right foot bitten,N,8,1.2 m [4'] shark,14,Nov,29.0258191,-80.9269984
11-Nov-98,1998,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,N,17,"A ""small shark""",11,Nov,27.6324896,-80.351879
5-Nov-98,1998,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,32,No injury,N,,"White shark, 5 m  to 6 m [16.5' to 20'] ",5,Nov,43.6770608,-124.1748369
2-Nov-98,1998,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing for tuna,M,52,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,,6' shark,2,Nov,34.1667451,132.2191641
2-Nov-98,1998,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,22,"FATAL, left forearm severed  ",Y,,Though to involve a white shark,2,Nov,-8.11807,-34.8932392
24-Oct-98,1998,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,17,Minor lacerations on right ankle & foot,N,,Non-Disclosed,24,Oct,26.938684,-80.071347
18-Oct-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,M,30,"No injury, surfboard bitten",N,,Non-Disclosed,18,Oct,40.8826743,-73.6362891
10-Oct-98,1998,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,,Right hand bitten,N,,Non-Disclosed,10,Oct,27.860302,-80.4472737
4-Oct-98,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,17,Right leg bitten,N,,Non-Disclosed,4,Oct,-8.11807,-34.8932392
1-Oct-98,1998,Unprovoked,REUNION ISLAND,Saint-Benoît,,Diving,Non-Disclosed,,Survived,N,,Non-Disclosed,1,Oct,37.2256055,-95.7162018
1-Oct-98,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",UNKNOWN,M,28,2 one-inch lacerations in left foot,N,14,Non-Disclosed,1,Oct,29.0258191,-80.9269984
27-Sep-98,1998,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Puncture wounds to leg,N,,Non-Disclosed,27,Sep,27.3545667,-80.2488596
22-Sep-98,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left arm lacerated,N,15,Non-Disclosed,22,Sep,29.0258191,-80.9269984
Reported 16-Sep-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,Fishing / washing bait off hands,M,,Laceration to right foot,N,,Non-Disclosed,16,Sep,-33.4711397,26.7123202
14-Sep-98,1998,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,28,Right foot bitten,N,,1.8 m [6'] shark,14,Sep,27.2143933,-80.1750214
Sep-98,1998,Provoked,SENEGAL,Cap-Vert Peninsula,Yoff Island,Spearfishing,M,25,Bitten by harpooned shark PROVOKED INCIDENT,N,,1.5 m shark,,Sep,14.769031,-17.4769291
30-Aug-98,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,26,Toes lacerated,N,20,3' to 4' shark,30,Aug,29.0963729,-80.9369983
27-Aug-98,1998,Invalid,ITALY,Marches Region,12 miles off Senigallia (Adriatic Sea),Fishing,Non-Disclosed,,"No injury; no attack, shark ate the bait hanging over the side of the boat",Uncomfirmed,,Invalid,27,Aug,43.7197926,13.2152224
26-Aug-98,1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie boarding,M,16,"Thigh, buttocks & lower back lacerated",N,14,"White shark, 5 m to 6 m [16.5' to 20'] ",26,Aug,37.9004816,-122.6444263
Reported      23-Aug-1998,1998,Unprovoked,USA,Virginia,Virginia Beach,Spearfishing,M,,Lacerations to left hand,N,,"Dusky shark, 12' ",23,Aug,36.8529263,-75.977985
15-Aug-98,1998,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,Spearfishing,M,28,Calf bitten,N,16,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",15,Aug,21.2976677,-71.6347027
13-Aug-98,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,M,11,Left calf injured,N,,4.5' to 5' shark,13,Aug,29.0963729,-80.9369983
12-Aug-98,1998,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Moving a shark in a net ,M,,Lacerations to right shin  PROVOKED INCIDENT,N,,"Sandtiger shark, 2 m, male ",12,Aug,-25.7360046,28.1903771
1-Aug-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing (or body boarding),M,19,Legs bitten,N,,"White shark, 4 m [13'] ",1,Aug,-34.0839005,22.9729023
1-Aug-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,Spearfishing,M,24,Leg bitten,N,13,"White shark, 4.9 m [16']",1,Aug,-34.3478138,18.8343538
26-Jul-98,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Lacerations to left foot,N,17,Non-Disclosed,26,Jul,-8.1317303,-34.902409
25-Jul-98,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13,Calf bitten,N,,Non-Disclosed,25,Jul,29.0258191,-80.9269984
6-Jul-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Wading,M,47,Right leg bitten,N,,"Raggedtooth shark, 1.2 m [4'] ",6,Jul,-34.0574892,23.3644925
11-Jul-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,16,Knee bitten,N,,5' to 6' shark,11,Jul,-34.1605375,24.824107
